id,resumen,facultad
TR-04940,"En la actualidad el proceso de globalización ha incrementado el nivel de intercambio comercial a internacional. Sin embargo, en países como Colombia, en donde el mundo empresarial está caracterizado por la prevalencia de pequeñas y medianas empresas o PYMES, éstas en dicha apertura y tendencias de mercados internacionales, pueden encontrar una oportunidad o por el contrario una amenaza. Así pues, dado el nivel de competencia que se traslada fuera del ámbito nacional, la competitividad y productividad se ha convertido en una variable fundamental, en donde el rendimiento es resultado de procesos óptimos de innovación, calidad y eficiencia, incrementando la capacidad de respuesta ante el entorno cambiante, a lo que normalmente se conoce como competitividad. Ahora bien, dado a que existe la tendencia a relacionar la buena competitividad con el nivel de exportaciones, el principal objetivo de esta investigación, es el de resolver a la cuestión de cómo por medio de las importaciones se puede también aumentar la competitividad empresarial. Para esto, se desarrolló un modelo importador en donde se establecieron diferentes variables, que ayudaron a determinar el escenario adecuado: la región, el sector, subsector, los productos, los mercados potenciales teniendo en cuenta los TLC’s suscritos, para posteriormente proceder a aplicar a una base de 800 PYMES. De esta manera, se logró determinar que la importación puede aportar grandes beneficios a la hora de establecer modelos de negocios rentables para los empresarios: esto representado en la disminución de costos materias primas o insumos dada la amplia oferta, consiguiendo productos que no se oferten en la economía nacional y que contribuya a mantener o mejorar la calidad.",administracion_empresas
TR-04941,"La abstracción hombre-Estado ha puesto implícita la relación entre el modelo de Estado ideal y el modelo arquetípico del hombre y de la masculinidad. Esta dinámica ha jugado un papel importante en la configuración del sistema internacional, el cual prioriza los asuntos militares y económicos sobre aquellos relacionados con la seguridad humana, como el cuidado medioambiental, la nutrición y la atención a fenómenos habitacionales, tales como, crisis migratorias o afectaciones a la salud pública. Así mismo, la aparición de una política exterior con tendencia al militarismo, el rechazo hacia el cuidado y a la cooperación internacional en la segunda década del siglo XXI evidencia que existe una tendencia hacia la extrapolación de dichas características de la masculinidad en el diseño e implementación de la política exterior de ciertos Estados. El presente proyecto de investigación reflexiona sobre el desarrollo de una política exterior guiada por la masculinidad hegemónica, mediante a partir del análisis de la política exterior diseñada y ejecutada por el gobierno del presidente Donald Trump en los Estados Unidos entre los años 2017 y 2020.",gobierno
TR-04942,"El presente documento incluye una propuesta de direccionamiento estratégico para la organización sin ánimo de lucro Club Activo 20-30 de Bogotá, tomando en cuenta los diferentes factores contingentes: pequeño tamaño organizativo, escasez de recursos financieros y limitaciones en la profesionalización de la gestión. Con base en el análisis, se encontró que en la actualidad la organización se encuentra en una fase de resistencia estratégica y para lograr mejorar su condición se recomienda como la estrategia más adecuada el desarrollo de producto. El documento incluye la fase de despliegue. Para la realización de este trabajo fueron consultados testigos privilegiados conocedores de la problemática de las organizaciones sin ánimo de lucro y personas de la comunidad directamente afectada, lo que permite triangular la información obtenida de reportes generados por Instituciones locales y nacionales.",administracion_empresas
TR-04943,"Este libro presenta un balance del primer decenio de la ley de acciones populares y de grupo en Colombia, elaborado por el Grupo de Investigación en Derechos Humanos de la Universidad del Rosario, con el apoyo de la Defensoría del Pueblo y la Corporación Excelencia en la Justicia. El Diagnóstico realizado con una metodología cuantitativa y cualitativa, presenta aspectos significativos de la aplicación de la Ley 472 de 1998 a fin de formular propuestas, elevar los niveles de protección de los derechos colectivos, perfeccionar y fortalecer estas acciones constitucionales de interés público y plantear una agenda futura de investigaciones en la materia. El texto contiene artículos y ponencias presentados por reconocidos conferencistas nacionales e internacionales que participaron en el Seminario Internacional Las acciones populares y de grupo. Balance de los diez años de la Ley 472 de 1998. Diagnósticos, retos y perspectivas realizado los días 16, 27 y 28 de agosto de 2008. Las ponencias fueron organizadas en páneles: balance del constituyente, del legislador, de los operadores judiciales, del ministerio público y finalmente, avances en la garantía de los derechos colectivos y retos de las acciones de grupo.",derecho
TR-04944,"Próximos a cumplir el primer quinquenio de los quince años previstos para alcanzar el máximo resultado en la realización de los Objetivos de Desarrollo Sostenible (ODS), la Universidad del Rosario, en cabeza del Observatorio Legislativo y el Grupo de Investigación en Derechos Humanos, en asociación con la Fundación Hanns Seidel, ha brindado el espacio propicio de investigación para los estudiantes interesados en reflexionar, discutir y proponer trabajos académicos relacionados con los ODS. Así, este libro recoge las ponencias de los estudiantes ganadores del IX Concurso de Semilleros de Investigación, en procura de propiciar espacios académicos de fortalecimiento de la democracia, la institucionalidad y los derechos humanos, dentro de los cuales este concurso se destaca no solo por perdurabilidad en el tiempo, al atender temas coyunturales para el país, sino por la pertinencia de dar valor a la investigación como herramienta de cambio social y como instrumento pedagógico de enseñanza que debe fomentarse en la educación superior.",derecho
TR-04945,"Somos, Rodríguez & Guzmán Arquitectura e Ingeniería GROUP SAS una empresa que ofrece soluciones de construcción, mantenimiento y reestructuración a empresas y personas naturales que requieran de estos servicios en sus instalaciones, ya sean oficinas, negocios, empresas, casas o apartamentos. Nos encontramos ubicados en la ciudad de Bogotá, Colombia. Debido al grado de informalidad y de desinformación presente en el sector de la construcción, el diferencial de la compañía se centra principalmente en la atención al cliente y la creación de una relación de confianza con nuestros clientes. Los objetivos de la organización en el presente trimestre son principalmente crear una estrategia consistente y duradera en el tiempo para la atracción de clientes, así como la creación de una gestión financiera de ahorro e inversión y la generación de publicidad mediante redes sociales. Nuestra meta en la formulación del proyecto es llegar a tener cinco clientes fidelizados a la marca, además, tener dos clientes nuevos mes a mes; también proyectamos contar con una página de Instagram con más de doscientos seguidores, y un ahorro de $15.000.000 millones de pesos, esta proyección se espera ver realizada en junio del 2022. En cuanto a la inversión inicial para generar el proyecto contamos con el pago inicial de la Cámara de Comercio y RUT, así como el arriendo de la oficina y los viáticos de nuestro Residente de Obra, quién es el encargado de supervisar y gerenciar todos nuestros proyectos. Esta suma asciende a Diez Millones de pesos m/cte. ($10.000.000).",administracion_empresas
TR-04946,"En este segundo documento de trabajo elaborado por el Semillero de Políticas Públicas se ha desarrollado un ejercicio de investigación formativa que tuvo dos propósitos fundamentales: a) entender el asunto de la reconciliación en Colombia como un fenómeno complejo que puede y debe ser abordado desde distintos frentes de política pública, y b) reconocer el esfuerzo que están haciendo algunos municipios en Colombia para lograr resultados concretos de reconciliación. En esta medida, hemos basado nuestro análisis en el trabajo previo de la Comisión de Conciliación Nacional, que elaboró en el año 2010 un Acuerdo Nacional para la Reconciliación y la Paz en Colombia. Según la entidad, “a través de conversatorios, foros públicos regionales, divulgación en medios y foros virtuales, se construyó de manera consensuada un Acuerdo de Mínimos por la Paz y la Reconciliación, que cuenta con la participación de prácticamente, todos los sectores de la sociedad, del ámbito público y privado; de la sociedad civil, la academia y el gobierno; de organizaciones de origen nacional como internacional” (Comisión de Conciliación Nacional, 2016, Consulta electrónica).",gobierno
TR-04947,"La Ley 388 de 1997 establece que el ordenamiento territorial se fundamenta en tres principios, la función social y ecológica de la propiedad, la prevalencia del interés general sobre el particular y la distribución equitativa de cargas y beneficios. Así mismo determina los planes parciales como el instrumento mediante el cual se desarrollan y complementan las disposiciones de los planes de ordenamiento territorial para áreas localizadas en suelo urbano y para las áreas incluidas en el suelo de expansión urbana, además de las que deban desarrollarse mediante unidades de actuación urbanística.",derecho
TR-04948,"Este documento considera un mercado de dos periodos donde un monopolio se enfrenta a una masa heterogénea de consumidores con una proporción de consumidores ""inteligentes"" que tienen una penalización por el cambio de precios en un contexto donde la demanda cambia en el segundo periodo. Con esta estructura, encuentro que el monopolista ve mermados sus beneficios por estos consumidores aun cuando son solo una proporción de la demanda total. Esto se explica porque el consumidor internaliza los precios de ambos períodos y minimiza las pérdidas ocasionadas por el costo de ajuste. El principal hallazgo del modelo es que: cuando los mercados tienen una proporción suficientemente grande de consumidores con aversión a la volatilidad, el monopolio se ve limitado por la ""comprensión"" del consumidor al cambio de precio. Por lo tanto, una autoridad de competencia no debe preocuparse en este contexto de mercado porque el monopolio no podrá ejercer un poder de mercado completo.",economia
TR-04949,"Las úlceras por presión causadas por una presión sostenida sobre la piel y sus tejidos adyacentes es una problemática considerada de salud pública, dada su alta prevalencia, se presentan mayormente en personas que tienen restricción en su movilidad, en el 3 a 10 % de los pacientes hospitalizados; con una tasa de incidencia que oscila entre 7,7 y 26,9 %, con consecuencias para la institución por altos costos, la comunidad, el paciente y su familia. En Colombia solo se cuenta con algunos estudios en instituciones en Bogotá, Cartagena, Bucaramanga y Medellín. Los estudios de prevalencia son importantes porque permiten visualizar la situación de la problemática, incentiva la implementación de medidas preventivas y la formulación de políticas institucionales que promuevan la seguridad del paciente y la calidad de la atención. En el Hospital Universitario Fundación Santa Fe de Bogotá no se conoce con exactitud la prevalencia pero se sabe que está presente por las complicaciones y consecuencias ya mencionadas, por ende el objetivo de este estudio fue determinar la prevalencia de punto de úlceras por presión en los pacientes hospitalizados, y al finalizar ser insumo para un estudio posterior que genere un Programa de Piel Sana institucional. El estudio se realizó mediante la medición en 1 día donde se valoró todos los pacientes hospitalizados, se realizó un análisis descriptivo de cada variable, y con un análisis bivariado se obtuvo medidas de asociación para identificar la relación entre los factores de riesgo y el desarrollo de ulceras por presión.",medicina
TR-04950,"Es alto el número de consultas que diariamente se atienden como consecuencia de lesiones osteomusculares que presentan los conductores del Sistema Integrado de Transporte Masivo, lo que conlleva a ausentismos, agotamiento, desmotivación, estrés, afectando no sólo a los trabajadores sino a las organizaciones que los tienen vinculados. Hasta la fecha hay pocos estudios que identifiquen la causa de estas lesiones en dichos sistemas y que permitan dirigir acciones correctivas para ello, siendo esta la motivación principal para realizar el presente estudio. Objetivo. Identificar los síntomas musculo esqueléticos entre los operadores de vehículos mecánicos en el sistema integrado de transporte de la ciudad de Pereira. Materiales y Métodos: Se realizó un estudio de corte transversal con una muestra de 204 conductores. Se tuvieron en cuenta, las tareas en detalle que realizan los operadores y sus condiciones ergonómicas generales; luego de ello se hizo la aplicación de dos instrumentos: cuestionario nórdico estandarizado para la detección y análisis de síntomas osteomusculares y una entrevista semiestructurada para complementar la información sobre los operadores. Se llevaron a cabo distribuciones de frecuencia que permitieron identificar la prevalencia de síntomas de acuerdo a los segmentos corporales. Resultados: El promedio de edad de los trabajadores incluidos fue de 41,8 años (SD ± 7,32), el tiempo laborado en la empresa correspondió a 3 años en promedio, con un mínimo de un año y un máximo de 14 años (SD ± 6 años) y el número de horas laboradas diariamente fue de 8. La prevalencia de síntomas osteomusculares fue en cuello del 22% seguido por columna dorsal con 21% y hombros con 18%. Se observó que los trabajadores del grupo etario de 20 a 25 años, no reportaron síntomas osteomusculares, sin embargo, a mayor edad se incrementó la sintomatología presentada. El grupo etario de 45 a 50 años, fueron los que manifestaron más sintomatología en todos los grupos musculares. Conclusiones: Los síntomas más prevalentes en los conductores hallaron a nivel de cuello, columna dorsal y hombros. Se encontró relación entre las variables sociodemográficas y laborales expuestas, la presencia de los síntomas puede explicarse por las malas posturas al momento de conducir los vehículos, los movimientos repetitivos y las largas jornadas laborales.",medicina
TR-04951,"El pinzamiento triquetral es una condición médica que afecta la muñeca y se caracteriza por la compresión del complejo triquetral. Esta condición puede ser causada por diferentes factores, como lesiones traumáticas, desgaste articular, movimientos repetitivos de la muñeca o mal alineamiento de los huesos carpianos. Cuando el hueso triquetral se comprime, puede provocar inflamación, dolor y limitación de los movimientos de la muñeca por lo que en el presente trabajo se toma como objetivo describir el caso de una paciente mayor de 18 años con dolor de muñeca causado por síndrome de TILT manejado por el servicio de cirugía de mano del Hospital universitario mayor Méderi sede barrios unidos en el 2021, por medio de un reporte de caso en el cual se documenta un cuadro clínico de dolor crónico de más de 7 años de evolución, sin alteración en los arcos de movilidad pero con presencia de dolor a la palpación quien después del fracaso de una prueba de terapia conservadora con terapia física y manejo analgésico dado la persistencia del dolor, se realiza una artroscopia de muñeca encontrando en la muñeca derecha atrapamiento de extensor carpo ulnaris, sinovitis radiocarpiana moderada y con síndrome adherencial, además cuerpos libres intraarticulares presentes, se extrajeron los cuerpos libres de muñeca, liberación intracapsular del síndrome adherencial, resección de lesión de muñeca, con posterior disminución significativa del dolor evidenciando la importancia de un diagnóstico adecuado y temprano de los paciente con síndrome de TILT.",medicina
TR-04952,"El deseo de comprender cómo se desarrollará la nueva área de expansión de Cali conllevó a formular una investigación sobre la gestión y la planeación urbana del Corredor Cali–Jamundí. La sospecha sobre la escasa planeación surtida se comprueba parcialmente en la medida que muchos temas de fundamental valor no fueron previstos y acarrean hoy problemáticas en el desarrollo del sector. El modelo de gestión aislado implementado como la ausencia de una planificación intermedia resulta hoy en un desarrollo con retrasos y rezagos en la conexión a redes de servicios públicos, a vías de superior jerarquía y en el olvido de los equipamientos de ciudad. Se realizó una consulta histórica de la planificación en la ciudad, una observación bajo los conceptos sobre gestión urbanística de Javier García-Bellido y un análisis morfotipológico de seis planes parciales para comprender la propuesta de ciudad del Corredor y las implicaciones de la gestión urbana.",gobierno
TR-04953,"Antecedentes: La enfermedad renal crónica (ERC) es un problema de salud pública de creciente importancia debido a su alta prevalencia y morbilidad asociada. La depresión es frecuente en pacientes con ERC y podría influir en la progresión de la enfermedad a través de mecanismos biológicos y conductuales. Sin embargo, la relación entre la depresión y la progresión de la ERC no está completamente establecida. Objetivos: Analizar la relación entre la depresión y la progresión de la ERC, evaluando la evidencia publicada entre 2003 y 2023 para determinar si la depresión constituye un factor de riesgo para el deterioro de la tasa de filtración glomerular. Metodología: Se realizó una búsqueda sistemática en PubMed, Scopus y BVS utilizando términos MeSH y operadores booleanos. Se incluyeron estudios observacionales analíticos, revisiones sistemáticas y metaanálisis. De 54 artículos identificados, 8 cumplieron los criterios de inclusión y fueron analizados en profundidad. Resultados principales: Seis estudios encontraron una asociación significativa entre síntomas depresivos y progresión de la ERC, evidenciada en un declive acelerado de la tasa de filtración glomerular y un inicio más temprano de terapia de reemplazo renal. No obstante, dos estudios no encontraron una relación estadísticamente significativa tras ajustar por comorbilidades, sugiriendo que la depresión interactúa con otros factores clínicos y sociales. Conclusiones: Los hallazgos sugieren que la depresión podría estar asociada a la progresión de la enfermedad renal crónica, sin embargo, se requieren más estudios para determinar los mecanismos biológicos y conductuales que expliquen esta asociación. Se recomienda integrar la evaluación y el tratamiento de la depresión en el manejo de los pacientes con esta patología debido a que incorporar estrategias de detección y tratamiento de la depresión podría contribuir a mejorar los resultados clínicos y la calidad de vida en esta población.",medicina
TR-04954,"Desde la aprobación de las primeras vacunas para la prevención del COVID19, los efectos adversos han sido tema de interés para el público, el personal de salud y los gobiernos. Su caracterización, ha permitido identificar factores asociados a su aparición y hacer inferencias acerca de su asociación con la vacunación. Las agencias sanitarias de los países han requerido instaurar proyectos de farmacovigilancia para mejorar la evidencia acerca la seguridad de las vacunas, comunicar adecuadamente los riesgos asociados a su uso y tomar decisiones claras y oportunas. El objetivo de esta revisión es caracterizar los efectos adversos asociados a la vacunación contra el virus SARS COV 2 encontrados por los sistemas de vigilancia en Latinoamérica a dos años desde el inicio de la pandemia.",medicina
TR-04955,"Introducción: La sepsis es una respuesta no controlada del cuerpo a una infección y la bacteriemia es la presencia de bacterias viables en el torrente sanguíneo. La mortalidad de estas condiciones es de alrededor del 50% de los casos. La recolección de hemocultivos para una identificación precisa de las bacterias permite a los médicos el inicio temprano de un tratamiento antibiótico específico que puede reducir la mortalidad. La técnica estándar para recolectar hemocultivos requiere tres venopunciones (10 ml de sangre cada una) con intervalos de 20 a 30 minutos entre cada extracción de sangre. Las venopunciones múltiples resultan incómodas para los pacientes, requieren más tiempo para que el personal complete las muestras y aumentan las probabilidades de contaminación. Se ha sugerido que una extracción de sangre única de 30 ml puede tener un rendimiento diagnóstico similar al de la técnica estándar. Materiales y métodos: Se realizó un estudio de prueba diagnóstica en la Fundación Cardioinfantil, Bogotá, Colombia, entre abril de 2019 y mayo de 2020. El Comité de Ética Institucional aprobó el estudio. Se calculó un tamaño de muestra de 118 pacientes con sepsis. Todos los pacientes fueron sometidos a tres extracciones de sangre (en 2, se extrajeron 10 ml para la técnica estándar y en otra venopunción, se extrajeron 40 ml (10 ml para la técnica estándar y 30 ml para la técnica de hemocultivo única). en los que se recolectaron los 40 ml, la distribución de los 40 ml para ambos métodos (10 ml y 30 ml, respectivamente) se decidió aleatoriamente. No se consideraron cinco hemocultivos para el análisis porque presentaron contaminación (3 obtenidos con la técnica estándar, uno recolectado con la única técnica de hemocultivo y 1 en ambos métodos) Se estimaron la sensibilidad, la especificidad, los valores predictivos (VPP y VPN), las razones de verosimilitud (LR + y LR-) y el Área Bajo la Curva ROC (AUC). Resultados: La mayoría de los pacientes eran hombres (60,2%) y las muestras de sangre se recogieron principalmente en urgencias (49,2%). La prevalencia de bacteriemia en la población de estudio fue del 36,0% (IC del 95%: 27,0%; 45,9%). Se obtuvieron las siguientes medidas de rendimiento diagnóstico para la técnica de hemocultivo única: Sensibilidad: 97,6% (87,1%; 99,9%); Especificidad: 95,8% (88,3%; 99,1%); VPP: 93% (80,90%; 98,5); VPN: 98,60% (92,3%; 100) y AUC: 0,967 (0,934; 1) Discusión: La colección única de hemocultivos (30 ml) tuvo una sensibilidad del 97% para el diagnóstico de bacteriemia en pacientes con sepsis en comparación con la técnica estándar de hemocultivos (3 venopunciones, 10 ml cada una). La extracción de sangre única mostró una alta sensibilidad y especificidad y además, esta alternativa reduce el dolor y la incomodidad de los pacientes, reduce el tiempo total para que el personal recolecte muestras, en consecuencia, los médicos obtienen informes de cultivo antes y comenzar con una administración precisa de antibióticos.",medicina
TR-04956,"Históricamente, el concepto de bienestar ha sido un tema complejo de definir. Aunque la literatura cuenta con un número considerable de aportes conceptuales y empíricos sobre el mismo, no se encuentra un consenso entre los autores que defina de forma clara el bienestar. Así mismo, se ha encontrado que el concepto de salud tiene una relación importante con el tema de bienestar al contemplarse esta como un componente del bienestar y la calidad de vida. A partir de lo anterior, el presente trabajo de investigación se interesa por la evolución del concepto de salud, para llegar a una comprensión más amplia del bienestar desde sus planteamientos iniciales, seguido por la clasificación del mismo y las áreas de la psicología que se han interesado por su desarrollo, centrando un interés particular en los aportes de la psicología comunitaria en el tema. Finalmente, se abarca el tema de los factores relacionados con el bienestar desde la psicología comunitaria, enfatizándose en el Sentido de Comunidad y su relación con los procesos migratorios. Dentro de las conclusiones, se plantea la importancia que tiene el pensarse de forma integral las futuras intervenciones en el tema, puesto que esto requiere que las estrategias que se planteen promuevan el surgimiento de un nuevo paradigma que pueda equipar, y volver expertos en el terreno a los profesionales que se dediquen a este tema, a través del desarrollo de nuevos métodos y nuevas formas de prestar sus servicios.",medicina
TR-04957,"Desde hace algunos años, se implemento en la Universidad del Rosario un espacio llamado El Sofá, que consiste de una hora en la que un emprendedor habla sobre su experiencia en el campo laborar, sus éxitos y sus fracasos y regala a la audiencia su el testimonio sobre su experiencia como líder en Colombia. Estos testimonios pueden tomarse como lo que hoy se denomina historia del tiempo presente y están archivados como fuentes orales que no se han vuelto a utilizar desde su creación. La pregunta fundamental de este proyecto es, ¿será que esos espacios formativos podrían ayudar formar algunas competencias planteadas por el autor Daniel Goleman para formar líderes y emprendedores? ¿Puede una persona aprender a ser emocionalmente inteligente? ¿Cómo se podría lograr que los estudiantes desarrollen algunas de estas competencias que propone Goleman? Por medio de una discusión teórica sobre temas como emprendimiento, liderazgo, historiografía, historia del tiempo presente y fuentes orales se quiere dar respuesta a estas preguntas.",administracion_empresas
TR-04958,"El presente documento relaciona la tesis de maestría de ingeniería biomédica de Valentina Pérez titulada ""Desarrollo de una herramienta digital para mejorar la gestión del mantenimiento de dispositivos médicos HPLC destinados a la medición de HbA1c"" en la que se trabajó en una aplicación por PowerApps que facilitó la gestión de los dispositivos médicos con metodología HPLC para la medición de hemoglobina glicada en laboratorios clínicos.",medicina
TR-04959,"Las mutaciones secundarias de resistencia al manejo antiretroviral es una realidad, y determina el éxito o fracaso del manejo del VIH. En Colombia, los casos de resistencia asociadas a mutaciones han aumentado. Para determinar esta condición en nuestra población, se realiza un estudio de tipo casos y controles, en pacientes VIH manejados en una IPS especializada en manejo y seguimiento de la enfermedad. Toman 71 pacientes con fracaso terapéutico por resistencia antiretroviral, y se documentaron las mutaciones confirmadas con Genotipo, pacientes que han manejado los diferentes esquemas antirretrovirales, y se comparan con pacientes controles que no desarrollaron resistencia a pesar de haber recibido un manejo antiretroviral similar e iniciado al mismo tiempo. Se busca evidenciar factores predictivos para controlar presencia de estas mutaciones a futuro. El estudio encontró que en ambos grupos, no existen diferencias significativas en cuanto a género, preferencia sexual, uso de psicoactivos, nivel social y las etapas de la enfermedad clasificadas según CDC. Observando que los pacientes con resistencia al tratamiento, eran más jóvenes que los controles (OR: 0,891; p> 0,001), y con una menor carga viral al momento del diagnóstico. La adecuada adherencia al tratamiento, se mostró como un factor protector al desarrollo de resistencia (OR: 0,030, p< 0,000). Se evidencia que existe mayor riesgo de generación de mutaciones en pacientes jóvenes. Respecto a los tipos de mutaciones evidenciadas por genotipos, se describen múltiples mutaciones, observando mutaciones para inhibidores de la transcriptasa reversa nucleosidos (33 mutaciones) y no nucleosidos (32 mutaciones), principalmente M184V en INTR (81%) y K103N en INNTR (40%), mutaciones para inhibidores de proteasa (57 mutaciones), principalmente L24I (40%); esta prevalencia de mutaciones son similares a estudios realizados y descritos en la literatura médica (1)",medicina
TR-04960,"El avance de las Tecnologías de la Información y la Comunicación (TICs) ha transformado la educación médica, donde se integran como tecnologías del aprendizaje y conocimiento (TACs). Estas complementan la enseñanza tradicional, además permiten enfoques más personalizados y centrados en el estudiante, alineándose con teorías constructivistas del aprendizaje activo y significativo. El uso de TACs, fomenta una comprensión profunda y práctica del contenido, esencial para la formación clínica. Sin embargo, su implementación enfrenta desafíos como la falta de competencias digitales, limitaciones de tiempo, y resistencia al cambio entre docentes. Metodología: Este estudio tiene un enfoque cualitativo bajo el paradigma interpretativo, con un diseño etnográfico tipo micro etnografía, pretendiendo explorar percepciones, identificar factores influyentes en la exposición docente y analizar el nivel de competencia digital. Se realizaron observaciones de clase, entrevistas semiestructuradas a docentes, revisión documental y se recolectaron audiodiarios de reflexión. Resultados: El análisis indica que los docentes perciben las TACs como herramientas útiles para motivar a los estudiantes y hacer sus clases más interactivas. Sin embargo, enfrentan desafíos como la falta de tiempo, recursos limitados y diferencias en sus competencias digitales, lo que dificulta una integración adecuada. Conclusiones: Se recomienda que las instituciones ofrezcan apoyo continuo y capacitación adaptada a nivel basal de la competencia digital del docente, así como a su edad. También se debe mejorar la comunicación de oferta interna de formación para fortalecerla, y superar barreras de autopercepción, facilitando la implementación efectiva de las TACs en la educación médica.",medicina
TR-04961,"El Tratado de Asunción influye sobre las dinámicas migratorias del Cono Sur, y en especial de Argentina. Pues genera unas condiciones económicas especiales en el Cono Sur, que sumadas a los instrumentos institucionales, influyen a su vez jurídicamente, lo que refuerza la migración interregional al País Austral.",gobierno
TR-04962,"El presente documento contiene una descripción del sector de la bisutería industrial en Colombia. En los últimos años, este sector se ha vuelto muy dinámico, como resultado del incremento de los competidores internacionales, quienes se han percatado de que para obtener una ventaja competitiva, deben hacer una diferenciación en el diseño del empaque, más que en el del producto. En la producción industrial de bisutería se compite con grandes volúmenes, en mercados nacionales y externos que tienen características similares en cuanto a los procesos de producción y la capacidad de las plantas. Esta circunstancia permite realizar un análisis más cerrado y entre muy pocos actores, que puede ofrecernos un diagnóstico claro y objetivo respecto a dónde se dirige esta industria. Este documento, desarrollado de manera conjunta con estudiantes de la Especialización de Gerencia de Negocios Internacionales de la Facultad de Administración, pretende contribuir al trabajo del Grupo de Investigación en Perdurabilidad Empresarial en la comprensión de la manera como las empresas enfrentan la turbulencia del sector. Se utiliza la metodología de “Análisis estructural de sectores estratégicos”, desarrollada por la Línea de Investigación en Pensamiento Estratégico de la Facultad de Administración, para comprender de una mejor manera lo que ocurre en el sector.",administracion_empresas
TR-04963,"Introducción: El cuidado paliativo se define como el cuidado total activo de los pacientes cuya enfermedad no responde a tratamiento curativo; de esta manera, el presente estudio pretende identificar el nivel de actitudes y conocimientos en cuidados paliativos de un hospital de alto nivel de complejidad. Materiales y métodos: Estudio observacional, de corte transversal, mediante una encuesta validada, auto-suministrada vía web. Se evaluó la perspectiva práctica, grado de conocimiento, grado de comodidad, perspectiva de pertinencia y perspectiva de idoneidad de los encuestados (médicos) en cuidados paliativos; se describieron las características generales, el grado de fiabilidad y los puntajes por ítem y dominio. Resultados: Se encuestaron 145 médicos, la mayoría de sexo masculino, con 0 a 5 años de ejercicio profesional y pertenecientes al área de urgencias (51,03 %), se encontraron apropiados coeficientes de confiabilidad. El nivel global de actitudes y conocimientos de cuidados paliativos fue de 59,09 puntos de 100 posibles, los dominios de menor puntaje fueron las Perspectivas de idoneidad (40,73 puntos) y práctica (47,04 puntos). Conclusiones: La encuesta mostró un nivel de moderado a bajo en actitudes y conocimientos, los puntos más débiles fueron la perspectiva práctica y la idoneidad en la toma de decisiones, deben realizarse capacitaciones dirigidas a establecer pronósticos y mejorar la toma de decisión de remi­sión al servicio de cuidados paliativos. Los resultados de encuestas de control, posteriores a las capacitaciones, permitirán evaluar las mejoras en los conocimientos y actitudes de los cuidados paliativos.",medicina
TR-04964,"Desde hace varios años la piratería en África occidental ha estado aumentando. En 2016, tenía un costo de alrededor de 793.7 millones de dólares. En los primeros nueve meses del 2020, se reportaron los secuestros de ochenta y cinco miembros de la tripulación. Ochenta fueron tomados en el Golfo de Guinea en ataques en las afueras de Nigeria, Benín, Gabón, Guinea Ecuatorial y Ghana. El Secretario General de la Organización Marítima Internacional, Kitack Lim, ha enfatizado la escalada en la cantidad y gravedad de los ataques en el Golfo de Guinea. El funcionario insta al trabajo conjunto de todas las partes interesadas para restaurar la seguridad en el área. Un evento inquietante reciente es el ataque a la embarcación de carga turca Mozart en enero de 2021: quince tripulantes fueron secuestrados y a uno lo mataron.",gobierno
TR-04965,"A continuación, se presentan los factores estratégicos de más importancia que enfocados adecuadamente y con una administración eficaz de los recursos generarán mucho más valor a la actividad portuaria de la Costa Atlántica Colombiana:  Aprovechamiento de los recursos existentes: Las vías existentes, terrestres y fluviales proporcionan alto valor al manejo de la mercancía. Inversión en mejora y mantenimiento generará mejora en tiempos de transporte.  Capacitación continua y la adquisición de nueva tecnología: Adquirir tecnología es vital, pero capacitar al talento humano es el otro 50% del trabajo para poder rendir un 100% y hacer de la inversión un dinero valido.  Firma de Tratados de cooperación Puertos Hermanos: el enriquecimiento de conocimiento es primordial, compartir experiencias, generar encuentros que permitan realizar alianzas de cooperación en donde sea posible alcanzar estándares mundiales de desarrollo para ampliar el mercado.  Crear oportunidad de negocio para clientes: generar un ambiente seguro para la carga de las líneas navieras es la mejor cara para el mercado portuario, que vean en cada puerto una oportunidad de crecimiento e inversión.  Gobierno: Trabajar de la mano con el apoyo del gobierno para generar sinergia y crear mejores oportunidades de negocio con otros países.",administracion_empresas
